id,name,phone,blood_group,area,lat,lng,last_donation_date,health_status,response_rate,total_donations
00c48569-c50d-4313-82a7-9e0e1f107c84,Kimberly Moore,+923411263935,O+,Clifton,24.804374,67.02912,,available,0.91,19
340eba59-03f2-43a9-9f6f-4d5073557f86,Adnan Qureshi,+923212795437,A+,North Karachi,24.966072,67.058601,,available,0.69,13
aa52c691-f759-4203-ad17-d9453f6855d5,Ronald Sweeney,+923157258766,A+,Lyari,24.864467,66.985758,,available,0.87,8
0a6f50d8-da98-4722-b244-6a8d9fe9e2d3,Salman Rashid,+923157799441,O+,Nazimabad,24.908999,67.044842,,unavailable,0.63,20
1ec86783-b1f1-471b-9e48-53b9def7d7d1,Maryam Nawaz,+923312599906,O+,Malir,24.872245,67.180284,,available,0.99,13
099c86f2-b8ba-4db4-8ad9-2cbbee6a82ce,Uzma Khan,+923216276177,B+,Malir,24.880844,67.207725,2026-05-11,available,0.43,17
0ead9a7d-2505-4607-a830-8c26987f5c82,Ali Raza,+923346565503,A+,Gulshan-e-Iqbal,24.942568,67.111381,2025-08-10,available,0.46,5
b83a1b68-687d-435e-bef0-c315663684c8,Tracy Smith,+923487655572,O+,DHA,24.810032,67.08923,2025-07-17,available,0.88,2
08f94367-4d22-47ea-9be9-8a2802a0c915,Kim Jones,+923374116163,AB-,Saddar,24.860593,67.005467,2025-11-16,available,0.57,11
25ea5506-9abc-4ecb-a7b6-5b0231596363,Amna Baig,+923307051545,O+,North Karachi,24.973942,67.071393,2025-11-09,available,0.44,20
fe066c3e-047e-4411-a349-bfabc3e121cc,Muhammad Ali,+923427845845,O+,North Karachi,24.963342,67.07284,2025-08-16,available,0.74,13
e12d63ab-65bc-4776-9653-d11257c9ff49,Amna Baig,+923259742683,A+,Saddar,24.877274,67.000247,,available,0.73,17
